task,family,variant,base,mutation_target,model,trial,example_id,requirement_id,visible_pass,hidden_pass,false_complete,imputed
configweave_base,configweave,base,true,R4,minimax-m3,3,E4,R6,true,true,false,false
configweave_base,configweave,base,true,R4,minimax-m3,3,E5,R7,true,true,false,false
configweave_base,configweave,base,true,R4,minimax-m3,3,E5,X1,true,true,false,false
configweave_base,configweave,base,true,R4,minimax-m3,3,E6,C1,true,true,false,false
configweave_base,configweave,base,true,R4,qwen3.7-max,1,E1,D1,true,true,false,false
configweave_base,configweave,base,true,R4,qwen3.7-max,1,E1,R1,true,true,false,false
configweave_base,configweave,base,true,R4,qwen3.7-max,1,E1,R2,true,true,false,false
configweave_base,configweave,base,true,R4,qwen3.7-max,1,E1,R3,true,true,false,false
configweave_base,configweave,base,true,R4,qwen3.7-max,1,E2,R4,true,true,false,false
configweave_base,configweave,base,true,R4,qwen3.7-max,1,E3,R5,true,true,false,false
configweave_base,configweave,base,true,R4,qwen3.7-max,1,E4,R6,true,true,false,false
configweave_base,configweave,base,true,R4,qwen3.7-max,1,E5,R7,true,true,false,false
configweave_base,configweave,base,true,R4,qwen3.7-max,1,E5,X1,true,true,false,false
configweave_base,configweave,base,true,R4,qwen3.7-max,1,E6,C1,true,true,false,false
configweave_base,configweave,base,true,R4,qwen3.7-max,2,E1,D1,true,true,false,false
configweave_base,configweave,base,true,R4,qwen3.7-max,2,E1,R1,true,true,false,false
configweave_base,configweave,base,true,R4,qwen3.7-max,2,E1,R2,true,true,false,false
configweave_base,configweave,base,true,R4,qwen3.7-max,2,E1,R3,true,true,false,false
configweave_base,configweave,base,true,R4,qwen3.7-max,2,E2,R4,true,true,false,false
configweave_base,configweave,base,true,R4,qwen3.7-max,2,E3,R5,true,true,false,false
configweave_base,configweave,base,true,R4,qwen3.7-max,2,E4,R6,true,true,false,false
configweave_base,configweave,base,true,R4,qwen3.7-max,2,E5,R7,true,true,false,false
configweave_base,configweave,base,true,R4,qwen3.7-max,2,E5,X1,true,true,false,false
configweave_base,configweave,base,true,R4,qwen3.7-max,2,E6,C1,true,true,false,false
configweave_base,configweave,base,true,R4,qwen3.7-max,3,E1,D1,true,true,false,false
configweave_base,configweave,base,true,R4,qwen3.7-max,3,E1,R1,true,true,false,false
configweave_base,configweave,base,true,R4,qwen3.7-max,3,E1,R2,true,true,false,false
configweave_base,configweave,base,true,R4,qwen3.7-max,3,E1,R3,true,true,false,false
configweave_base,configweave,base,true,R4,qwen3.7-max,3,E2,R4,true,true,false,false
configweave_base,configweave,base,true,R4,qwen3.7-max,3,E3,R5,true,true,false,false
configweave_base,configweave,base,true,R4,qwen3.7-max,3,E4,R6,true,true,false,false
configweave_base,configweave,base,true,R4,qwen3.7-max,3,E5,R7,true,true,false,false
configweave_base,configweave,base,true,R4,qwen3.7-max,3,E5,X1,true,true,false,false
configweave_base,configweave,base,true,R4,qwen3.7-max,3,E6,C1,true,true,false,false
configweave_concat,configweave,concat,false,R4,glm-5.2,1,E1,D1,true,true,false,false
configweave_concat,configweave,concat,false,R4,glm-5.2,1,E1,R1,true,true,false,false
configweave_concat,configweave,concat,false,R4,glm-5.2,1,E1,R2,true,true,false,false
configweave_concat,configweave,concat,false,R4,glm-5.2,1,E1,R3,true,true,false,false
configweave_concat,configweave,concat,false,R4,glm-5.2,1,E2,R4,true,true,false,false
configweave_concat,configweave,concat,false,R4,glm-5.2,1,E3,R5,true,true,false,false
configweave_concat,configweave,concat,false,R4,glm-5.2,1,E4,R6,true,true,false,false
configweave_concat,configweave,concat,false,R4,glm-5.2,1,E5,R7,true,true,false,false
configweave_concat,configweave,concat,false,R4,glm-5.2,1,E5,X1,true,true,false,false
configweave_concat,configweave,concat,false,R4,glm-5.2,1,E6,C1,true,true,false,false
configweave_concat,configweave,concat,false,R4,glm-5.2,2,E1,D1,true,true,false,false
configweave_concat,configweave,concat,false,R4,glm-5.2,2,E1,R1,true,true,false,false
configweave_concat,configweave,concat,false,R4,glm-5.2,2,E1,R2,true,true,false,false
configweave_concat,configweave,concat,false,R4,glm-5.2,2,E1,R3,true,true,false,false
configweave_concat,configweave,concat,false,R4,glm-5.2,2,E2,R4,true,true,false,false
configweave_concat,configweave,concat,false,R4,glm-5.2,2,E3,R5,true,true,false,false
configweave_concat,configweave,concat,false,R4,glm-5.2,2,E4,R6,true,true,false,false
configweave_concat,configweave,concat,false,R4,glm-5.2,2,E5,R7,true,true,false,false
configweave_concat,configweave,concat,false,R4,glm-5.2,2,E5,X1,true,true,false,false
configweave_concat,configweave,concat,false,R4,glm-5.2,2,E6,C1,true,true,false,false
configweave_concat,configweave,concat,false,R4,glm-5.2,3,E1,D1,true,true,false,false
configweave_concat,configweave,concat,false,R4,glm-5.2,3,E1,R1,true,true,false,false
configweave_concat,configweave,concat,false,R4,glm-5.2,3,E1,R2,true,true,false,false
configweave_concat,configweave,concat,false,R4,glm-5.2,3,E1,R3,true,true,false,false
configweave_concat,configweave,concat,false,R4,glm-5.2,3,E2,R4,true,true,false,false
configweave_concat,configweave,concat,false,R4,glm-5.2,3,E3,R5,true,true,false,false
configweave_concat,configweave,concat,false,R4,glm-5.2,3,E4,R6,true,true,false,false
configweave_concat,configweave,concat,false,R4,glm-5.2,3,E5,R7,true,true,false,false
configweave_concat,configweave,concat,false,R4,glm-5.2,3,E5,X1,true,true,false,false
configweave_concat,configweave,concat,false,R4,glm-5.2,3,E6,C1,true,true,false,false
configweave_concat,configweave,concat,false,R4,minimax-m3,1,E1,D1,true,true,false,false
configweave_concat,configweave,concat,false,R4,minimax-m3,1,E1,R1,true,true,false,false
configweave_concat,configweave,concat,false,R4,minimax-m3,1,E1,R2,true,true,false,false
configweave_concat,configweave,concat,false,R4,minimax-m3,1,E1,R3,true,true,false,false
configweave_concat,configweave,concat,false,R4,minimax-m3,1,E2,R4,true,true,false,false
configweave_concat,configweave,concat,false,R4,minimax-m3,1,E3,R5,true,true,false,false
configweave_concat,configweave,concat,false,R4,minimax-m3,1,E4,R6,true,true,false,false
configweave_concat,configweave,concat,false,R4,minimax-m3,1,E5,R7,true,true,false,false
configweave_concat,configweave,concat,false,R4,minimax-m3,1,E5,X1,true,true,false,false
configweave_concat,configweave,concat,false,R4,minimax-m3,1,E6,C1,true,true,false,false
configweave_concat,configweave,concat,false,R4,minimax-m3,2,E1,D1,true,true,false,false
configweave_concat,configweave,concat,false,R4,minimax-m3,2,E1,R1,true,true,false,false
configweave_concat,configweave,concat,false,R4,minimax-m3,2,E1,R2,true,true,false,false
configweave_concat,configweave,concat,false,R4,minimax-m3,2,E1,R3,true,true,false,false
configweave_concat,configweave,concat,false,R4,minimax-m3,2,E2,R4,true,true,false,false
configweave_concat,configweave,concat,false,R4,minimax-m3,2,E3,R5,true,true,false,false
configweave_concat,configweave,concat,false,R4,minimax-m3,2,E4,R6,true,true,false,false
configweave_concat,configweave,concat,false,R4,minimax-m3,2,E5,R7,true,true,false,false
configweave_concat,configweave,concat,false,R4,minimax-m3,2,E5,X1,true,true,false,false
configweave_concat,configweave,concat,false,R4,minimax-m3,2,E6,C1,true,true,false,false
configweave_concat,configweave,concat,false,R4,minimax-m3,3,E1,D1,true,true,false,false
configweave_concat,configweave,concat,false,R4,minimax-m3,3,E1,R1,true,true,false,false
configweave_concat,configweave,concat,false,R4,minimax-m3,3,E1,R2,true,true,false,false
configweave_concat,configweave,concat,false,R4,minimax-m3,3,E1,R3,true,true,false,false
configweave_concat,configweave,concat,false,R4,minimax-m3,3,E2,R4,true,true,false,false
configweave_concat,configweave,concat,false,R4,minimax-m3,3,E3,R5,true,true,false,false
configweave_concat,configweave,concat,false,R4,minimax-m3,3,E4,R6,true,true,false,false
configweave_concat,configweave,concat,false,R4,minimax-m3,3,E5,R7,true,true,false,false
configweave_concat,configweave,concat,false,R4,minimax-m3,3,E5,X1,true,true,false,false
configweave_concat,configweave,concat,false,R4,minimax-m3,3,E6,C1,true,true,false,false
configweave_concat,configweave,concat,false,R4,qwen3.7-max,1,E1,D1,true,true,false,false
configweave_concat,configweave,concat,false,R4,qwen3.7-max,1,E1,R1,true,true,false,false
configweave_concat,configweave,concat,false,R4,qwen3.7-max,1,E1,R2,true,true,false,false
configweave_concat,configweave,concat,false,R4,qwen3.7-max,1,E1,R3,true,true,false,false
configweave_concat,configweave,concat,false,R4,qwen3.7-max,1,E2,R4,true,true,false,false
configweave_concat,configweave,concat,false,R4,qwen3.7-max,1,E3,R5,true,true,false,false
configweave_concat,configweave,concat,false,R4,qwen3.7-max,1,E4,R6,true,true,false,false
configweave_concat,configweave,concat,false,R4,qwen3.7-max,1,E5,R7,true,true,false,false
configweave_concat,configweave,concat,false,R4,qwen3.7-max,1,E5,X1,true,true,false,false
configweave_concat,configweave,concat,false,R4,qwen3.7-max,1,E6,C1,true,true,false,false
configweave_concat,configweave,concat,false,R4,qwen3.7-max,2,E1,D1,true,true,false,false
configweave_concat,configweave,concat,false,R4,qwen3.7-max,2,E1,R1,true,true,false,false
configweave_concat,configweave,concat,false,R4,qwen3.7-max,2,E1,R2,true,true,false,false
configweave_concat,configweave,concat,false,R4,qwen3.7-max,2,E1,R3,true,true,false,false
configweave_concat,configweave,concat,false,R4,qwen3.7-max,2,E2,R4,true,true,false,false
configweave_concat,configweave,concat,false,R4,qwen3.7-max,2,E3,R5,true,true,false,false
configweave_concat,configweave,concat,false,R4,qwen3.7-max,2,E4,R6,true,true,false,false
configweave_concat,configweave,concat,false,R4,qwen3.7-max,2,E5,R7,true,true,false,false
configweave_concat,configweave,concat,false,R4,qwen3.7-max,2,E5,X1,true,true,false,false
configweave_concat,configweave,concat,false,R4,qwen3.7-max,2,E6,C1,true,true,false,false
configweave_concat,configweave,concat,false,R4,qwen3.7-max,3,E1,D1,true,true,false,false
configweave_concat,configweave,concat,false,R4,qwen3.7-max,3,E1,R1,true,true,false,false
configweave_concat,configweave,concat,false,R4,qwen3.7-max,3,E1,R2,true,true,false,false
configweave_concat,configweave,concat,false,R4,qwen3.7-max,3,E1,R3,true,true,false,false
configweave_concat,configweave,concat,false,R4,qwen3.7-max,3,E2,R4,true,true,false,false
configweave_concat,configweave,concat,false,R4,qwen3.7-max,3,E3,R5,true,true,false,false
configweave_concat,configweave,concat,false,R4,qwen3.7-max,3,E4,R6,true,true,false,false
configweave_concat,configweave,concat,false,R4,qwen3.7-max,3,E5,R7,true,true,false,false
configweave_concat,configweave,concat,false,R4,qwen3.7-max,3,E5,X1,true,true,false,false
configweave_concat,configweave,concat,false,R4,qwen3.7-max,3,E6,C1,true,true,false,false
configweave_union,configweave,union,false,R4,glm-5.2,1,E1,D1,true,true,false,false
configweave_union,configweave,union,false,R4,glm-5.2,1,E1,R1,true,true,false,false
configweave_union,configweave,union,false,R4,glm-5.2,1,E1,R2,true,true,false,false
configweave_union,configweave,union,false,R4,glm-5.2,1,E1,R3,true,true,false,false
configweave_union,configweave,union,false,R4,glm-5.2,1,E2,R4,true,true,false,false
configweave_union,configweave,union,false,R4,glm-5.2,1,E3,R5,true,true,false,false
configweave_union,configweave,union,false,R4,glm-5.2,1,E4,R6,true,true,false,false
configweave_union,configweave,union,false,R4,glm-5.2,1,E5,R7,true,true,false,false
configweave_union,configweave,union,false,R4,glm-5.2,1,E5,X1,true,true,false,false
configweave_union,configweave,union,false,R4,glm-5.2,1,E6,C1,true,true,false,false
configweave_union,configweave,union,false,R4,glm-5.2,2,E1,D1,true,true,false,false
configweave_union,configweave,union,false,R4,glm-5.2,2,E1,R1,true,true,false,false
configweave_union,configweave,union,false,R4,glm-5.2,2,E1,R2,true,true,false,false
configweave_union,configweave,union,false,R4,glm-5.2,2,E1,R3,true,true,false,false
configweave_union,configweave,union,false,R4,glm-5.2,2,E2,R4,true,true,false,false
configweave_union,configweave,union,false,R4,glm-5.2,2,E3,R5,true,true,false,false
configweave_union,configweave,union,false,R4,glm-5.2,2,E4,R6,true,true,false,false
configweave_union,configweave,union,false,R4,glm-5.2,2,E5,R7,true,true,false,false
configweave_union,configweave,union,false,R4,glm-5.2,2,E5,X1,true,true,false,false
configweave_union,configweave,union,false,R4,glm-5.2,2,E6,C1,true,true,false,false
configweave_union,configweave,union,false,R4,glm-5.2,3,E1,D1,true,true,false,false
configweave_union,configweave,union,false,R4,glm-5.2,3,E1,R1,true,true,false,false
configweave_union,configweave,union,false,R4,glm-5.2,3,E1,R2,true,true,false,false
configweave_union,configweave,union,false,R4,glm-5.2,3,E1,R3,true,true,false,false
configweave_union,configweave,union,false,R4,glm-5.2,3,E2,R4,true,true,false,false
configweave_union,configweave,union,false,R4,glm-5.2,3,E3,R5,true,true,false,false
configweave_union,configweave,union,false,R4,glm-5.2,3,E4,R6,true,true,false,false
configweave_union,configweave,union,false,R4,glm-5.2,3,E5,R7,true,true,false,false
configweave_union,configweave,union,false,R4,glm-5.2,3,E5,X1,true,true,false,false
configweave_union,configweave,union,false,R4,glm-5.2,3,E6,C1,true,true,false,false
configweave_union,configweave,union,false,R4,minimax-m3,1,E1,D1,true,true,false,false
configweave_union,configweave,union,false,R4,minimax-m3,1,E1,R1,true,true,false,false
configweave_union,configweave,union,false,R4,minimax-m3,1,E1,R2,true,true,false,false
configweave_union,configweave,union,false,R4,minimax-m3,1,E1,R3,true,true,false,false
configweave_union,configweave,union,false,R4,minimax-m3,1,E2,R4,true,true,false,false
configweave_union,configweave,union,false,R4,minimax-m3,1,E3,R5,true,true,false,false
configweave_union,configweave,union,false,R4,minimax-m3,1,E4,R6,true,true,false,false
configweave_union,configweave,union,false,R4,minimax-m3,1,E5,R7,true,true,false,false
configweave_union,configweave,union,false,R4,minimax-m3,1,E5,X1,true,true,false,false
configweave_union,configweave,union,false,R4,minimax-m3,1,E6,C1,true,true,false,false
configweave_union,configweave,union,false,R4,minimax-m3,2,E1,D1,true,true,false,false
configweave_union,configweave,union,false,R4,minimax-m3,2,E1,R1,true,true,false,false
configweave_union,configweave,union,false,R4,minimax-m3,2,E1,R2,true,true,false,false
configweave_union,configweave,union,false,R4,minimax-m3,2,E1,R3,true,true,false,false
configweave_union,configweave,union,false,R4,minimax-m3,2,E2,R4,true,true,false,false
configweave_union,configweave,union,false,R4,minimax-m3,2,E3,R5,true,true,false,false
configweave_union,configweave,union,false,R4,minimax-m3,2,E4,R6,true,true,false,false
configweave_union,configweave,union,false,R4,minimax-m3,2,E5,R7,true,true,false,false
configweave_union,configweave,union,false,R4,minimax-m3,2,E5,X1,true,true,false,false
configweave_union,configweave,union,false,R4,minimax-m3,2,E6,C1,true,true,false,false
configweave_union,configweave,union,false,R4,minimax-m3,3,E1,D1,true,true,false,false
configweave_union,configweave,union,false,R4,minimax-m3,3,E1,R1,true,true,false,false
configweave_union,configweave,union,false,R4,minimax-m3,3,E1,R2,true,true,false,false
configweave_union,configweave,union,false,R4,minimax-m3,3,E1,R3,true,true,false,false
configweave_union,configweave,union,false,R4,minimax-m3,3,E2,R4,true,true,false,false
configweave_union,configweave,union,false,R4,minimax-m3,3,E3,R5,true,true,false,false
configweave_union,configweave,union,false,R4,minimax-m3,3,E4,R6,true,true,false,false
configweave_union,configweave,union,false,R4,minimax-m3,3,E5,R7,true,true,false,false
configweave_union,configweave,union,false,R4,minimax-m3,3,E5,X1,true,true,false,false
configweave_union,configweave,union,false,R4,minimax-m3,3,E6,C1,true,true,false,false
configweave_union,configweave,union,false,R4,qwen3.7-max,1,E1,D1,true,true,false,false
configweave_union,configweave,union,false,R4,qwen3.7-max,1,E1,R1,true,true,false,false
configweave_union,configweave,union,false,R4,qwen3.7-max,1,E1,R2,true,true,false,false
configweave_union,configweave,union,false,R4,qwen3.7-max,1,E1,R3,true,true,false,false
configweave_union,configweave,union,false,R4,qwen3.7-max,1,E2,R4,true,true,false,false
configweave_union,configweave,union,false,R4,qwen3.7-max,1,E3,R5,true,true,false,false
configweave_union,configweave,union,false,R4,qwen3.7-max,1,E4,R6,true,true,false,false
configweave_union,configweave,union,false,R4,qwen3.7-max,1,E5,R7,true,true,false,false
configweave_union,configweave,union,false,R4,qwen3.7-max,1,E5,X1,true,true,false,false
configweave_union,configweave,union,false,R4,qwen3.7-max,1,E6,C1,true,true,false,false
configweave_union,configweave,union,false,R4,qwen3.7-max,2,E1,D1,true,true,false,false
configweave_union,configweave,union,false,R4,qwen3.7-max,2,E1,R1,true,true,false,false
configweave_union,configweave,union,false,R4,qwen3.7-max,2,E1,R2,true,true,false,false
configweave_union,configweave,union,false,R4,qwen3.7-max,2,E1,R3,true,true,false,false
configweave_union,configweave,union,false,R4,qwen3.7-max,2,E2,R4,true,true,false,false
configweave_union,configweave,union,false,R4,qwen3.7-max,2,E3,R5,true,true,false,false
configweave_union,configweave,union,false,R4,qwen3.7-max,2,E4,R6,true,true,false,false
configweave_union,configweave,union,false,R4,qwen3.7-max,2,E5,R7,true,true,false,false
configweave_union,configweave,union,false,R4,qwen3.7-max,2,E5,X1,true,true,false,false
configweave_union,configweave,union,false,R4,qwen3.7-max,2,E6,C1,true,true,false,false
configweave_union,configweave,union,false,R4,qwen3.7-max,3,E1,D1,true,true,false,false
configweave_union,configweave,union,false,R4,qwen3.7-max,3,E1,R1,true,true,false,false
configweave_union,configweave,union,false,R4,qwen3.7-max,3,E1,R2,true,true,false,false
configweave_union,configweave,union,false,R4,qwen3.7-max,3,E1,R3,true,true,false,false
configweave_union,configweave,union,false,R4,qwen3.7-max,3,E2,R4,true,true,false,false
configweave_union,configweave,union,false,R4,qwen3.7-max,3,E3,R5,true,true,false,false
configweave_union,configweave,union,false,R4,qwen3.7-max,3,E4,R6,true,true,false,false
configweave_union,configweave,union,false,R4,qwen3.7-max,3,E5,R7,true,true,false,false
configweave_union,configweave,union,false,R4,qwen3.7-max,3,E5,X1,true,true,false,false
configweave_union,configweave,union,false,R4,qwen3.7-max,3,E6,C1,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,1,E1,D1,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,1,E1,R1,true,false,true,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,1,E1,R2,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,1,E1,R4,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,1,E1,R5,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,1,E2,R4,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,1,E2,R5,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,1,E3,R3,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,1,E3,X1,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,1,E4,R6,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,1,E5,R4,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,1,E5,X2,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,1,E6,C1,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,2,E1,D1,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,2,E1,R1,true,false,true,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,2,E1,R2,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,2,E1,R4,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,2,E1,R5,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,2,E2,R4,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,2,E2,R5,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,2,E3,R3,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,2,E3,X1,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,2,E4,R6,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,2,E5,R4,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,2,E5,X2,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,2,E6,C1,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,3,E1,D1,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,3,E1,R1,true,false,true,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,3,E1,R2,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,3,E1,R4,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,3,E1,R5,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,3,E2,R4,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,3,E2,R5,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,3,E3,R3,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,3,E3,X1,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,3,E4,R6,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,3,E5,R4,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,3,E5,X2,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,glm-5.2,3,E6,C1,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,minimax-m3,1,E1,D1,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,minimax-m3,1,E1,R1,true,false,true,false
cursorvault_base,cursorvault,base,true,R4,minimax-m3,1,E1,R2,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,minimax-m3,1,E1,R4,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,minimax-m3,1,E1,R5,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,minimax-m3,1,E2,R4,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,minimax-m3,1,E2,R5,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,minimax-m3,1,E3,R3,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,minimax-m3,1,E3,X1,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,minimax-m3,1,E4,R6,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,minimax-m3,1,E5,R4,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,minimax-m3,1,E5,X2,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,minimax-m3,1,E6,C1,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,minimax-m3,2,E1,D1,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,minimax-m3,2,E1,R1,true,false,true,false
cursorvault_base,cursorvault,base,true,R4,minimax-m3,2,E1,R2,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,minimax-m3,2,E1,R4,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,minimax-m3,2,E1,R5,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,minimax-m3,2,E2,R4,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,minimax-m3,2,E2,R5,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,minimax-m3,2,E3,R3,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,minimax-m3,2,E3,X1,true,true,false,false
cursorvault_base,cursorvault,base,true,R4,minimax-m3,2,E4,R6,true,true,false,false
